"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
"Разработка игр на Unreal Engine" " Программирование для Action игр в Unreal Engine и C++ Game Code Ссылка на курс" "XYZ School" 4.0 "37 500 ₽" "от 2 098 ₽" " 01 февраля" "5 месяцев" https://tutortop.ru/goto/8604/?term=473
"Разработка игр на Unreal Engine" " Профессия Разработчик AR&VR с нуля до PRO Ссылка на курс" Skillbox 4.4 "99 000 ₽" "от 3 194 ₽" " 06 января" "24 месяца" https://tutortop.ru/goto/5142/?term=473
"Разработка игр на Unreal Engine" " Факультет разработки игр на Unreal Engine 4 Ссылка на курс" GeekBrains 4.3 "72 000 ₽" "от 4 990 ₽" " 09 января" "12 месяцев" https://tutortop.ru/goto/8644/?term=473
"Разработка игр на Unreal Engine" " Профессия Разработчик на Unreal Engine 4 с нуля до Middle Ссылка на курс" Skillbox 4.4 "97 650 ₽" "от 3 150 ₽" " 06 января" "24 месяца" https://tutortop.ru/goto/7193/?term=473
"Разработка игр на Unreal Engine" " Профессия Разработчик игр на Unreal Engine 4 Ссылка на курс" Skillbox 4.4 "62 100 ₽" "от 2 588 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/4235/?term=473
"Разработка игр на Unreal Engine" " Профессия Middle-разработчик на Unreal Engine 4 Ссылка на курс" Skillbox 4.4 "37 125 ₽" "от 1 547 ₽" " 06 января" "26 месяцев" https://tutortop.ru/goto/7196/?term=473
"Разработка игр на Unreal Engine" " VR-разработчик на Unreal Engine 4 Ссылка на курс" Skillbox 4.4 "30 000 ₽" "от 2 500 ₽" " 09 января" "2 месяца" https://tutortop.ru/goto/8639/?term=473
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
"Фреймворк Laravel" " PHP-разработчик с нуля до PRO Ссылка на курс" Skillbox 4.4 "40 500 ₽" "от 3 375 ₽" " 06 января" "9 месяцев" https://tutortop.ru/goto/4210/?term=455
"Фреймворк Laravel" " Веб-разработчик Ссылка на курс" GeekBrains 4.3 "38 400 ₽" "от 2 133 ₽" " 06 января" "8 месяцев" https://tutortop.ru/goto/4387/?term=455
"Фреймворк Laravel" " Веб-разработчик с нуля Ссылка на курс" Нетология 4.2 "89 940 ₽" "от 4 996 ₽" " В любой момент" "18 месяцев" https://tutortop.ru/goto/4082/?term=455
"Фреймворк Laravel" " Framework Laravel Ссылка на курс" Otus 3.4 "40 000 ₽" "Рассрочки нет" " 29 апреля" "4 месяца" https://tutortop.ru/goto/4590/?term=455
"Фреймворк Laravel" " Программист PHP Ссылка на курс" GeekBrains 4.3 "19 200 ₽" "от 1 066 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/4391/?term=455
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
Golang-разработка " Профессия Go-разработчик Ссылка на курс" Skillbox 4.4 "63 000 ₽" "от 2 864 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/6054/?term=457
Golang-разработка " Go-разработчик Ссылка на курс" GeekBrains 4.3 "52 000 ₽" "от 4 300 ₽" " 06 января" "10 месяцев" https://tutortop.ru/goto/7115/?term=457
Golang-разработка " Backend- разработчик на Go Ссылка на курс" SkillFactory 4.2 "81 000 ₽" "от 6 750 ₽" " 20 января" "12 месяцев" https://tutortop.ru/goto/7841/?term=457
Golang-разработка " Golang Developer. Professional Ссылка на курс" Otus 3.4 "56 000 ₽" "Рассрочки нет" " 25 февраля" "5 месяцев" https://tutortop.ru/goto/4574/?term=457
Golang-разработка " Go-Разработчик PRO Ссылка на курс" Skillbox 4.4 "54 000 ₽" "от 2 250 ₽" " 09 января" "8 месяцев" https://tutortop.ru/goto/8620/?term=457
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
"VR/AR разработка" " Профессия Разработчик AR&VR с нуля до PRO Ссылка на курс" Skillbox 4.4 "99 000 ₽" "от 3 194 ₽" " 06 января" "24 месяца" https://tutortop.ru/goto/5142/?term=464
"VR/AR разработка" " Факультет разработки VR/AR Ссылка на курс" GeekBrains 4.3 "80 640 ₽" "от 5 590 ₽" " 09 января" "12 месяцев" https://tutortop.ru/goto/8645/?term=464
"VR/AR разработка" " Профессия Разработчик VR & AR Ссылка на курс" Skillbox 4.4 "65 250 ₽" "от 2 719 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/4249/?term=464
"VR/AR разработка" " AR. Приложение дополненной реальности Для мобильных устройств под iOS Ссылка на курс" GeekBrains 4.3 "2 000 ₽" "Рассрочки нет" " В любой момент" "1 месяц" https://tutortop.ru/goto/4441/?term=464
"VR/AR разработка" " VR-разработчик на Unreal Engine 4 Ссылка на курс" Skillbox 4.4 "30 000 ₽" "от 2 500 ₽" " 09 января" "2 месяца" https://tutortop.ru/goto/8639/?term=464
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
1C-разработка " Профессия 1C-разработчик Ссылка на курс" Skillbox 4.4 "51 750 ₽" "от 2 352 ₽" " 06 января" "6 месяцев" https://tutortop.ru/goto/4231/?term=454
1C-разработка " 1С-разработчик Ссылка на курс" Нетология 4.2 "56 940 ₽" "от 4 745 ₽" " 25 января" "7 месяцев" https://tutortop.ru/goto/4111/?term=454
1C-разработка " Онлайн-курс программирования 1С Ссылка на курс" "Hedu (Irs.academy)" 2.4 "13 500 ₽" "Рассрочки нет" " В любой момент" "3 месяца" https://tutortop.ru/goto/4717/?term=454
1C-разработка " Программист 1С Ссылка на курс" Otus 3.4 "60 000 ₽" "от 15 000 ₽" " 28 апреля" "5 месяцев" https://tutortop.ru/goto/5967/?term=454
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
Product-менеджмент " IT-акселератор продуктовых команд Ссылка на курс" Skillbox 4.4 "350 000 ₽" "от 58 334 ₽" " 06 января" "3 месяца" https://tutortop.ru/goto/8321/?term=524
Product-менеджмент " Факультет Продакт-менеджмента Ссылка на курс" GeekBrains 4.3 "113 600 ₽" "от 4 733 ₽" " 11 января" "14 месяцев" https://tutortop.ru/goto/4373/?term=524
Product-менеджмент " Product manager Ссылка на курс" Нетология 4.2 "85 250 ₽" "от 7 104 ₽" " 27 января" "6.5 месяцев" https://tutortop.ru/goto/4157/?term=524
Product-менеджмент " AI Product Manager Ссылка на курс" "Product Live" 4.1 "48 000 ₽" "от 4 000 ₽" " 11 января" "4 месяца" https://tutortop.ru/goto/8612/?term=524
Product-менеджмент " Профессия «Product-manager» Ссылка на курс" IMBA 4.1 "80 000 ₽" "от 3 334 ₽" " В любой момент" "6 месяцев" https://tutortop.ru/goto/8270/?term=524
Product-менеджмент " Профессия Product Manager Ссылка на курс" SkillFactory 4.2 "75 300 ₽" "от 6 275 ₽" " 14 января" "12 месяцев" https://tutortop.ru/goto/8039/?term=524
Product-менеджмент " Product Manager IT-проектов Ссылка на курс" Otus 3.4 "42 000 ₽" "от 15 000 ₽" " 28 января" "5 месяцев" https://tutortop.ru/goto/4628/?term=524
Product-менеджмент " Профессия: Продакт (с 0 до PRO) Ссылка на курс" ProductStar 4.0 "65 000 ₽" "от 5 400 ₽" " В любой момент " "12 месяцев" https://tutortop.ru/goto/7157/?term=524
Product-менеджмент " Go Practice Simulator Ссылка на курс" "Go Practice Simulator" 4.0 "40 900 ₽" "от 6 817 ₽" " В любой момент" "2 месяца" https://tutortop.ru/goto/7926/?term=524
Product-менеджмент " Поиск продукта и рыночной ниши Ссылка на курс" "Руc Школа Управления" 3.6 "22 425 ₽" "от 2 990 ₽" " 08 февраля" "1 неделя" https://tutortop.ru/goto/7252/?term=524
Product-менеджмент " Профессия Product-менеджер Ссылка на курс" Skillbox 4.4 "117 000 ₽" "от 3 250 ₽" " 08 января" "12 месяцев" https://tutortop.ru/goto/4357/?term=524
Product-менеджмент " Тренажёр по продуктовой аналитике Ссылка на курс" GeekBrains 4.3 "60 000 ₽" "от 6 000 ₽" " 14 января" "10 месяцев" https://tutortop.ru/goto/8290/?term=524
Product-менеджмент " Продакт-маркетолог Ссылка на курс" Нетология 4.2 "57 750 ₽" "от 4 812 ₽" " В любой момент" "4.5 месяца" https://tutortop.ru/goto/7124/?term=524
Product-менеджмент " Тренажер Product — Менеджера Ссылка на курс" "Product Live" 4.1 "34 200 ₽" "от 2 850 ₽" " 14 января" "3 месяца" https://tutortop.ru/goto/8611/?term=524
Product-менеджмент " AI Product Manager Ссылка на курс" SkillFactory 4.2 "48 000 ₽" "от 4 000 ₽" " 11 января" "4 месяца" https://tutortop.ru/goto/7838/?term=524
Product-менеджмент " Профессия: Продакт Ссылка на курс" ProductStar 4.0 "45 000 ₽" "от 3 750 ₽" " В любой момент " "6 месяцев" https://tutortop.ru/goto/5779/?term=524
Product-менеджмент " Профессия Product manager PRO Ссылка на курс" Skillbox 4.4 "87 750 ₽" "от 3 656 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/5220/?term=524
Product-менеджмент " Запусти успешный продукт быстро и дёшево Ссылка на курс" GeekBrains 4.3 "43 200 ₽" "от 7 200 ₽" " 13 января" "2.5 месяца" https://tutortop.ru/goto/5118/?term=524
Product-менеджмент " Трекер для бизнеса Ссылка на курс" Нетология 4.2 "33 000 ₽" "от 3 300 ₽" " 27 января" "3.5 месяца" https://tutortop.ru/goto/5940/?term=524
Product-менеджмент " Профессия Product Manager Ссылка на курс" "Product Live" 4.1 "30 000 ₽" "от 6 275 ₽" " 12 января" "12 месяцев" https://tutortop.ru/goto/8608/?term=524
Product-менеджмент " Тренажёр product-менеджера Ссылка на курс" SkillFactory 4.2 "34 200 ₽" "от 2 850 ₽" " 14 января" "3 месяца" https://tutortop.ru/goto/8041/?term=524
Product-менеджмент " Level Up: Senior Product & CPO Ссылка на курс" ProductStar 4.0 "24 500 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7635/?term=524
Product-менеджмент " Custdev в промышленности: запуск нового продукта в B2B-сегменте Ссылка на курс" Skillbox 4.4 "79 000 ₽" "от 6 583 ₽" " 06 января" "1 месяц" https://tutortop.ru/goto/8110/?term=524
Product-менеджмент " Курс по Agile-методологиям Ссылка на курс" GeekBrains 4.3 "9 168 ₽" "Рассрочки нет" " 09 января" "1 неделя" https://tutortop.ru/goto/5112/?term=524
Product-менеджмент " Управление по Agile: Scrum, Kanban, Lean Ссылка на курс" Нетология 4.2 "27 500 ₽" "от 2 750 ₽" " 11 февраля" "3.5 месяца" https://tutortop.ru/goto/4155/?term=524
Product-менеджмент " Продакт-менеджмент с 0: быстрый старт Ссылка на курс" ProductStar 4.0 "24 500 ₽" "Рассрочки нет" " В любой момент " "1 месяц" https://tutortop.ru/goto/7856/?term=524
Product-менеджмент " Профессия Product‌ ‌marketing‌ ‌manager‌ Ссылка на курс" Skillbox 4.4 "65 250 ₽" "от 2 719 ₽" " 09 января" "18 месяцев" https://tutortop.ru/goto/8628/?term=524
Product-менеджмент " Основы продакт-менеджмента Ссылка на курс" GeekBrains 4.3 "800 ₽" "Рассрочки нет" " В любой момент" "1 месяц" https://tutortop.ru/goto/4764/?term=524
Product-менеджмент " Product manager мобильного приложения Ссылка на курс" Нетология 4.2 "19 000 ₽" "от 1 900 ₽" " 31 января" "1 месяц" https://tutortop.ru/goto/7825/?term=524
Product-менеджмент " Инструменты: CJM и CustDev Ссылка на курс" ProductStar 4.0 "19 000 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7161/?term=524
Product-менеджмент " Ключевые навыки продакт-менеджера Ссылка на курс" Skillbox 4.4 "62 010 ₽" "от 2 584 ₽" " 09 января" "11 месяцев" https://tutortop.ru/goto/8632/?term=524
Product-менеджмент " Управление клиентским опытом Ссылка на курс" Нетология 4.2 "6 990 ₽" "от 699 ₽" " В любой момент" "2 недели" https://tutortop.ru/goto/5947/?term=524
Product-менеджмент " Growth hacking Ссылка на курс" ProductStar 4.0 "19 000 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7857/?term=524
Product-менеджмент " Управление продуктом Ссылка на курс" Skillbox 4.4 "58 800 ₽" "от 4 900 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/4338/?term=524
Product-менеджмент " Как придумать игру и заработать на ней Ссылка на курс" Нетология 4.2 "4 810 ₽" "от 481 ₽" " В любой момент" "2.5 месяца" https://tutortop.ru/goto/8280/?term=524
Product-менеджмент " Маркетинг для продактов и владельцев бизнеса Ссылка на курс" ProductStar 4.0 "19 000 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7858/?term=524
Product-менеджмент " Руководитель digital-проектов Ссылка на курс" Skillbox 4.4 "54 000 ₽" "от 4 500 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/4339/?term=524
Product-менеджмент " Стратегия и видение продукта Ссылка на курс" ProductStar 4.0 "19 000 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7859/?term=524
Product-менеджмент " CX-исследования Ссылка на курс" Skillbox 4.4 "46 800 ₽" "от 3 900 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/8117/?term=524
Product-менеджмент " Курс Mobile Product Ссылка на курс" ProductStar 4.0 "15 000 ₽" "Рассрочки нет" " В любой момент " "3 месяца" https://tutortop.ru/goto/7158/?term=524
Product-менеджмент " Продуктовый маркетолог Ссылка на курс" Skillbox 4.4 "37 206 ₽" "от 3 101 ₽" " 06 января" "6 месяцев" https://tutortop.ru/goto/7200/?term=524
Product-менеджмент " Менеджмент AI- и BigData-продуктов Ссылка на курс" ProductStar 4.0 "15 000 ₽" "Рассрочки нет" " В любой момент " "3 месяца" https://tutortop.ru/goto/7159/?term=524
Product-менеджмент " Запуск и продвижение интернет-магазина с нуля Ссылка на курс" Skillbox 4.4 "32 250 ₽" "от 2 688 ₽" " 06 января" "2 месяца" https://tutortop.ru/goto/4329/?term=524
Product-менеджмент " Как пройти собеседование на продакт-менеджера Ссылка на курс" ProductStar 4.0 "14 600 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7860/?term=524
Product-менеджмент " Управление командами Ссылка на курс" Skillbox 4.4 "31 005 ₽" "от 2 584 ₽" " 06 января" "3.5 месяца" https://tutortop.ru/goto/4351/?term=524
Product-менеджмент " Customer Development Ссылка на курс" Skillbox 4.4 "15 741 ₽" "от 1 312 ₽" " 06 января" "2 месяца" https://tutortop.ru/goto/5210/?term=524
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
"HR и управление персоналом" " Профессия Управление персоналом Ссылка на курс" Skillbox 4.4 "63 000 ₽" "от 2 625 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/6087/?term=523
"HR и управление персоналом" " Факультет Управления персоналом Ссылка на курс" GeekBrains 4.3 "72 000 ₽" "от 3 000 ₽" " 14 января" "12 месяцев" https://tutortop.ru/goto/4383/?term=523
"HR и управление персоналом" " Лидерство и влияние  в организациях Ссылка на курс" Нетология 4.2 "130 000 ₽" "от 10 833 ₽" " 01 марта" "1 месяц" https://tutortop.ru/goto/7130/?term=523
"HR и управление персоналом" " Digital HR Ссылка на курс" "Product Live" 4.1 "30 000 ₽" "от 2 500 ₽" " 12 января" "6 месяцев" https://tutortop.ru/goto/8615/?term=523
"HR и управление персоналом" " Автоматизация и аналитика для HR Ссылка на курс" SkillFactory 4.2 "30 000 ₽" "Рассрочки нет" " 12 января" "6 месяцев" https://tutortop.ru/goto/4571/?term=523
"HR и управление персоналом" " Онлайн-курс кадровиков Ссылка на курс" "Hedu (Irs.academy)" 2.4 "12 000 ₽" "Рассрочки нет" " В любой момент" "2 месяца" https://tutortop.ru/goto/4688/?term=523
"HR и управление персоналом" " HR-менеджер от TexTerra Ссылка на курс" Teachline 3.1 "8 000 ₽" "от 4 000 ₽" " 19 января" "2 недели" https://tutortop.ru/goto/7155/?term=523
"HR и управление персоналом" " От рекрутера к HR-директору Ссылка на курс" ProductStar 4.0 "14 600 ₽" "Рассрочки нет" " В любой момент " "2 месяца" https://tutortop.ru/goto/7878/?term=523
"HR и управление персоналом" " Директор по персоналу Ссылка на курс" "City Business School" 4.2 "34 900 ₽" "от 8 725 ₽" " 13 января" "3 месяца" https://tutortop.ru/goto/6411/?term=523
"HR и управление персоналом" " Mini MBA эксперт: персонал Ссылка на курс" "Руc Школа Управления" 3.6 "217 425 ₽" "от 28 990 ₽" " 09 марта" "9.5 месяцев" https://tutortop.ru/goto/7249/?term=523
"HR и управление персоналом" " Проектирование корпоративного онлайн-обучения Ссылка на курс" Skillbox 4.4 "57 750 ₽" "от 4 813 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/8107/?term=523
"HR и управление персоналом" " IT-рекрутер Ссылка на курс" GeekBrains 4.3 "37 500 ₽" "от 6 250 ₽" " 18 января" "3 месяца" https://tutortop.ru/goto/7832/?term=523
"HR и управление персоналом" " Эффективные коммуникации Ссылка на курс" Нетология 4.2 "50 000 ₽" "от 4 166 ₽" " В любой момент" "3 месяца" https://tutortop.ru/goto/7823/?term=523
"HR и управление персоналом" " Онлайн-курс управления персоналом Ссылка на курс" "Hedu (Irs.academy)" 2.4 "4 450 ₽" "Рассрочки нет" " В любой момент" "3 месяца" https://tutortop.ru/goto/4701/?term=523
"HR и управление персоналом" " Управление персоналом на предприятии Ссылка на курс" "City Business School" 4.2 "26 600 ₽" "Рассрочки нет" " В любой момент" "3 месяца" https://tutortop.ru/goto/6422/?term=523
"HR и управление персоналом" " Mini MBA: управление персоналом Ссылка на курс" "Руc Школа Управления" 3.6 "142 425 ₽" "от 18 990 ₽" " 19 марта" "6 месяцев" https://tutortop.ru/goto/7243/?term=523
"HR и управление персоналом" " HR-менеджер с нуля Ссылка на курс" Skillbox 4.4 "46 800 ₽" "от 3 900 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/5212/?term=523
"HR и управление персоналом" " HR-аналитик Ссылка на курс" GeekBrains 4.3 "36 000 ₽" "от 4 400 ₽" " 14 января" "7 месяцев" https://tutortop.ru/goto/8300/?term=523
"HR и управление персоналом" " Системное управление процессами и командой Ссылка на курс" Нетология 4.2 "28 200 ₽" "от 2 820 ₽" " 16 февраля" "4 месяца" https://tutortop.ru/goto/7829/?term=523
"HR и управление персоналом" " Mini-MBA Professional Специализация «Управление персоналом» Ссылка на курс" "City Business School" 4.2 "23 900 ₽" "Рассрочки нет" " 13 января" "6 месяцев" https://tutortop.ru/goto/6431/?term=523
"HR и управление персоналом" " Управление персоналом Ссылка на курс" "Руc Школа Управления" 3.6 "104 925 ₽" "от 13 990 ₽" " 01 февраля" "6 месяцев" https://tutortop.ru/goto/7272/?term=523
"HR и управление персоналом" " HR-аналитика с нуля Ссылка на курс" Skillbox 4.4 "46 800 ₽" "от 3 900 ₽" " 06 января" "4 месяца" https://tutortop.ru/goto/7215/?term=523
"HR и управление персоналом" " Найм и подбор Ссылка на курс" GeekBrains 4.3 "6 996 ₽" "Рассрочки нет" " 14 января" "1 месяц" https://tutortop.ru/goto/8307/?term=523
"HR и управление персоналом" " Как стать результативным руководителем Ссылка на курс" Нетология 4.2 "15 000 ₽" "от 1 500 ₽" " 29 января" "1 месяц" https://tutortop.ru/goto/5096/?term=523
"HR и управление персоналом" " Директор по обучению и адаптации персонала Ссылка на курс" "City Business School" 4.2 "18 900 ₽" "Рассрочки нет" " В любой момент" "1.5 месяц" https://tutortop.ru/goto/6415/?term=523
"HR и управление персоналом" " Директор по персоналу Ссылка на курс" "Руc Школа Управления" 3.6 "41 625 ₽" "от 5 550 ₽" " 01 февраля" "1 неделя" https://tutortop.ru/goto/7270/?term=523
"HR и управление персоналом" " Профессия IT-рекрутёр Ссылка на курс" Skillbox 4.4 "35 550 ₽" "от 2 963 ₽" " 06 января" "6 месяцев" https://tutortop.ru/goto/5163/?term=523
"HR и управление персоналом" " Интенсив Рекрутинг в IT Ссылка на курс" GeekBrains 4.3 "5 940 ₽" "Рассрочки нет" " В любой момент" "1 неделя" https://tutortop.ru/goto/7111/?term=523
"HR и управление персоналом" " Основы эффективной коммуникации Ссылка на курс" Нетология 4.2 "9 800 ₽" "от 980 ₽" " 15 января" "1.5 месяц" https://tutortop.ru/goto/7820/?term=523
"HR и управление персоналом" " HR-партнер Ссылка на курс" "Руc Школа Управления" 3.6 "41 625 ₽" "от 5 550 ₽" " 01 февраля" "1 неделя" https://tutortop.ru/goto/7273/?term=523
"HR и управление персоналом" " Эффективные переговоры Ссылка на курс" Skillbox 4.4 "22 419 ₽" "от 1 868 ₽" " 06 января" "2 месяца" https://tutortop.ru/goto/8108/?term=523
"HR и управление персоналом" " Личная эффективность Ссылка на курс" GeekBrains 4.3 "4 788 ₽" "Рассрочки нет" " В любой момент" "1 месяц" https://tutortop.ru/goto/5113/?term=523
"HR и управление персоналом" " HR-generalist Ссылка на курс" "Руc Школа Управления" 3.6 "41 625 ₽" "от 5 550 ₽" " 01 февраля" "1 неделя" https://tutortop.ru/goto/7274/?term=523
"HR и управление персоналом" " Менеджер по обучению и развитию персонала Ссылка на курс" Skillbox 4.4 "18 985 ₽" "от 1 582 ₽" " 09 января" "3 месяца" https://tutortop.ru/goto/8635/?term=523
"HR и управление персоналом" " Интенсив «Рекрутинг в ИТ» Ссылка на курс" GeekBrains 4.3 "3 960 ₽" "Рассрочки нет" " В любой момент" "1 неделя" https://tutortop.ru/goto/7088/?term=523
"HR и управление персоналом" " Micro MBA. Персонал Ссылка на курс" "Руc Школа Управления" 3.6 "29 925 ₽" "от 3 990 ₽" " 12 марта" "1 неделя" https://tutortop.ru/goto/7239/?term=523
"HR и управление персоналом" " Персонал продаж: найм, адаптация, система мотивации в кризис Ссылка на курс" "Руc Школа Управления" 3.6 "13 900 ₽" "от 1 390 ₽" " В любой момент" "1 неделя" https://tutortop.ru/goto/7283/?term=523
"
" "
" "
"
name nameCourse Company Rate Price "Min. price" "Start Date" Duration link
"Управление бизнесом" " Руководитель 2.0 Ссылка на курс" Skillbox 4.4 "81 090 ₽" "от 2 253 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/8088/?term=544
"Управление бизнесом" " Digital MBA Ссылка на курс" GeekBrains 4.3 "590 000 ₽" "от 49 200 ₽" " В любой момент" "9 месяцев" https://tutortop.ru/goto/7816/?term=544
"Управление бизнесом" " Трансформация бизнеса: внедрение искусственного интеллекта Ссылка на курс" Нетология 4.2 "150 000 ₽" "от 6 250 ₽" " В любой момент" "3 недели" https://tutortop.ru/goto/7120/?term=544
"Управление бизнесом" " Менеджмент AI- и BigData-продуктов Ссылка на курс" ProductStar 4.0 "15 000 ₽" "Рассрочки нет" " В любой момент " "3 месяца" https://tutortop.ru/goto/7159/?term=544
"Управление бизнесом" " MBA General Ссылка на курс" "City Business School" 4.2 "96 000 ₽" "от 8 000 ₽" " В любой момент" "18 месяцев" https://tutortop.ru/goto/6407/?term=544
"Управление бизнесом" " Управление финансами фирмы Ссылка на курс" "SF Education" 4.1 "25 080 ₽" "от 2 090 ₽" " 01 февраля" "1 месяц" https://tutortop.ru/goto/6275/?term=544
"Управление бизнесом" " Mini MBA эксперт: управление компанией Ссылка на курс" "Руc Школа Управления" 3.6 "217 425 ₽" "от 28 990 ₽" " 08 февраля" "9.5 месяцев" https://tutortop.ru/goto/7247/?term=544
"Управление бизнесом" " Бизнес: из офлайна в онлайн Ссылка на курс" Skillbox 4.4 "74 250 ₽" "от 2 184 ₽" " 06 января" "12 месяцев" https://tutortop.ru/goto/8100/?term=544
"Управление бизнесом" " Лидерство и влияние  в организациях Ссылка на курс" Нетология 4.2 "130 000 ₽" "от 10 833 ₽" " 01 марта" "1 месяц" https://tutortop.ru/goto/7130/?term=544
"Управление бизнесом" " MBA Intensive Ссылка на курс" "City Business School" 4.2 "61 440 ₽" "от 5 120 ₽" " В любой момент" "12 месяцев" https://tutortop.ru/goto/6408/?term=544
"Управление бизнесом" " Управленческий консультант Ссылка на курс" "SF Education" 4.1 "20 040 ₽" "от 1 670 ₽" " В любой момент" "5 месяцев" https://tutortop.ru/goto/6265/?term=544
"Управление бизнесом" " Mini MBA. Классический Ссылка на курс" "Руc Школа Управления" 3.6 "112 425 ₽" "от 14 990 ₽" " 19 марта" "5.5 месяцев" https://tutortop.ru/goto/7236/?term=544
"Управление бизнесом" " Профессия Операционный менеджер Ссылка на курс" Skillbox 4.4 "59 400 ₽" "от 2 475 ₽" " 06 января" "5 месяцев" https://tutortop.ru/goto/7177/?term=544
"Управление бизнесом" " Как управлять бизнесом онлайн Ссылка на курс" Нетология 4.2 "42 000 ₽" "от 3 500 ₽" " В любой момент" "1.5 месяц" https://tutortop.ru/goto/6289/?term=544
"Управление бизнесом" " MBA Intensive специализация Управление IT Ссылка на курс" "City Business School" 4.2 "57 000 ₽" "от 4 750 ₽" " В любой момент" "12 месяцев" https://tutortop.ru/goto/6430/?term=544
"Управление бизнесом" " Школа профессионального руководителя Ссылка на курс" "Руc Школа Управления" 3.6 "104 925 ₽" "от 13 990 ₽" " 08 февраля" "2.5 месяца" https://tutortop.ru/goto/7253/?term=544
"Управление бизнесом" " Управление проектом автоматизации и роботизации Ссылка на курс" Skillbox 4.4 "46 900 ₽" "от 3 908 ₽" " 06 января" "2 месяца" https://tutortop.ru/goto/8109/?term=544
"Управление бизнесом" " Soft Skills для руководителя Ссылка на курс" Нетология 4.2 "35 000 ₽" "от 3 500 ₽" " 08 февраля" "4 месяца" https://tutortop.ru/goto/5945/?term=544
"Управление бизнесом" " Digital для руководителей Ссылка на курс" "City Business School" 4.2 "34 900 ₽" "от 3 490 ₽" " 12 января" "3 месяца" https://tutortop.ru/goto/6426/?term=544
"Управление бизнесом" " Успешный предприниматель Ссылка на курс" "Руc Школа Управления" 3.6 "41 625 ₽" "от 5 550 ₽" " 08 февраля" "1 неделя" https://tutortop.ru/goto/7250/?term=544
"Управление бизнесом" " Операционный менеджмент и непрерывные улучшения Ссылка на курс" Skillbox 4.4 "46 800 ₽" "от 3 900 ₽" " 06 января" "2 месяца" https://tutortop.ru/goto/5218/?term=544
"Управление бизнесом" " Системное управление процессами и командой Ссылка на курс" Нетология 4.2 "28 200 ₽" "от 2 820 ₽" " 16 февраля" "4 месяца" https://tutortop.ru/goto/7829/?term=544
"Управление бизнесом" " Специализация MBA Digital для руководителей Ссылка на курс" "City Business School" 4.2 "24 900 ₽" "от 4 150 ₽" " 12 января" "3 месяца" https://tutortop.ru/goto/6424/?term=544
"Управление бизнесом" " Легкий старт бизнеса Ссылка на курс" "Руc Школа Управления" 3.6 "35 925 ₽" "от 4 790 ₽" " 08 февраля" "1 неделя" https://tutortop.ru/goto/7251/?term=544
"Управление бизнесом" " Бизнес-стратегия Ссылка на курс" Skillbox 4.4 "37 206 ₽" "от 3 101 ₽" " 06 января" "3 месяца" https://tutortop.ru/goto/6578/?term=544
"Управление бизнесом" " Как стать результативным руководителем Ссылка на курс" Нетология 4.2 "15 000 ₽" "от 1 500 ₽" " 29 января" "1 месяц" https://tutortop.ru/goto/5096/?term=544
"Управление бизнесом" " Mini — MBA Professional Ссылка на курс" "City Business School" 4.2 "23 900 ₽" "от 4 000 ₽" " В любой момент" "6 месяцев" https://tutortop.ru/goto/6410/?term=544
"Управление бизнесом" " Финансово-экономическая стратегия компании: планирование и реализация Ссылка на курс" "Руc Школа Управления" 3.6 "35 925 ₽" "от 4 790 ₽" " 02 февраля" "1 неделя" https://tutortop.ru/goto/7268/?term=544
"Управление бизнесом" " Управление командами Ссылка на курс" Skillbox 4.4 "31 005 ₽" "от 2 584 ₽" " 06 января" "3.5 месяца" https://tutortop.ru/goto/4351/?term=544
